activity_no;license_number;activity_name
71;ЛО-78-01-006575;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006594;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006596;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006599;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006600;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006605;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006613;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006616;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006617;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006634;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006639;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006644;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006647;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006648;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006649;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006652;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006653;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006661;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006662;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006663;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006665;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006679;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006686;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006691;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006696;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006697;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006698;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006711;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006712;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006716;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006717;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006718;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006722;Медицинские осмотры (предрейсовые, послерейсовые)
71;ЛО-78-01-006726;Медицинские осмотры (предрейсовые, послерейсовые)
